package,last_modified,first_release
opentimsr,2021-03-10,2020-12-10
opentripplanner,2020-11-06,2020-01-19
opentriviadb,2021-03-25,2021-03-22
openVA,2021-02-03,2016-03-12
openwindfarm,2018-02-01,2017-07-12
openxlsx,2020-10-27,2014-04-21
opera,2020-01-16,2016-08-17
operator.tools,2017-02-28,2010-07-24
operators,2015-07-11,2009-01-26
OPI,2019-09-19,2012-07-26
opitools,2021-03-05,2021-03-05
opm,2015-02-06,2012-02-14
opmdata,2015-02-06,2012-10-13
oposSOM,2014-10-14,2011-06-17
Opportunistic,2017-06-27,2017-05-10
oppr,2021-05-12,2019-03-18
ops,2021-02-15,2012-02-20
Opt5PL,2018-10-06,2018-09-30
optband,2017-05-10,2016-08-27
optbin,2021-03-07,2021-02-18
optBiomarker,2021-01-19,2009-05-10
OptCirClust,2020-12-18,2020-12-09
optCluster,2020-04-01,2015-06-09
optDesignSlopeInt,2021-06-09,2016-04-13
optextras,2019-12-20,2013-11-08
OptGS,2015-09-15,2015-07-27
opticut,2018-02-01,2016-12-17
optigrab,2019-01-07,2016-12-05
OptimalCutpoints,2019-04-01,2012-05-25
OptimalDesign,2019-12-02,2016-07-28
OptimaRegion,2019-07-02,2016-03-11
optimbase,2021-06-09,2010-05-05
OptimClassifier,2020-12-10,2018-03-05
optimization,2017-10-24,2016-12-04
optimos.prime,2020-01-29,2019-02-18
optimParallel,2021-02-11,2018-05-02
optimr,2019-12-17,2016-08-17
optimsimplex,2021-06-09,2010-05-05
optimStrat,2020-11-11,2018-08-18
optimus,2018-01-16,2017-03-24
optimx,2020-04-08,2010-08-02
optional,2018-11-20,2017-07-31
OptionsPdf,2012-08-21,2012-02-04
optionstrat,2019-12-03,2018-12-09
OptiQuantR,2017-01-29,2015-08-27
optiRum,2018-07-03,2014-02-11
optiscale,2021-02-03,2014-08-01
optiSel,2021-01-12,2016-06-27
optismixture,2020-02-19,2015-08-25
optiSolve,2020-03-10,2017-07-28
OptM,2019-04-28,2019-01-08
optmatch,2021-05-26,2005-10-29
optparse,2020-04-16,2009-11-03
optpart,2020-01-16,2010-01-08
optR,2016-11-29,2014-05-02
optrdd,2019-02-05,2017-08-24
OptSig,2020-04-18,2017-12-21
optweight,2019-09-16,2018-09-22
opusminer,2020-02-04,2017-02-16
OpVaR,2020-02-14,2018-01-09
ora,2014-04-10,2013-06-19
orca,2016-07-28,2014-04-10
orclus,2018-03-17,2011-03-17
ORCME,2015-07-31,2011-11-23
Orcs,2020-03-05,2018-06-15
orcutt,2018-09-28,2012-09-15
ordBTL,2020-05-15,2013-09-11
ordDisp,2020-05-19,2016-10-04
orddom,2021-06-08,2011-01-03
orderbook,2011-07-26,2010-08-25
orderedLasso,2020-02-19,2014-11-27
orderly,2020-01-12,2019-10-17
orders,2021-03-29,2019-02-18
OrdFacReg,2015-07-04,2009-04-16
ordinal,2019-12-15,2010-03-07
ordinalClust,2020-11-04,2017-11-17
ordinalCont,2020-12-03,2015-05-26
ordinalForest,2020-07-20,2017-04-13
ordinalgmifs,2019-03-15,2014-09-24
OrdinalLogisticBiplot,2015-01-16,2013-10-30
ordinalNet,2020-07-21,2015-11-22
ordinalRR,2020-03-30,2018-03-14
OrdLogReg,2018-06-17,2013-05-02
OrdMonReg,2011-12-01,2009-04-15
OrdNor,2021-03-05,2013-12-02
ordPens,2015-05-21,2011-03-22
ore,2019-11-02,2014-10-20
ores,2020-08-27,2016-01-09
orf,2020-01-31,2019-11-30
org,2019-04-02,2019-03-06
OrgMassSpecR,2017-08-13,2010-09-09
ORIClust,2009-11-09,2009-09-18
orientlib,2020-05-26,2003-07-08
origami,2020-01-16,2017-06-23
OriGen,2021-06-09,2015-08-28
originr,2021-02-02,2016-05-07
ORION,2021-06-07,2020-05-11
orloca,2020-09-27,2008-06-16
orloca.es,2020-03-06,2008-07-05
ORMDR,2012-12-21,2007-03-08
ormPlot,2020-12-17,2019-06-21
oro.dicom,2019-10-28,2010-02-28
oro.nifti,2020-09-08,2010-03-04
oro.pet,2017-10-06,2012-07-20
orQA,2010-12-16,2010-12-03
orsifronts,2021-05-05,2015-12-09
orsk,2019-01-13,2011-07-06
orth,2013-12-21,2008-05-16
orthoDr,2019-09-04,2017-09-21
orthogonalsplinebasis,2014-12-07,2009-04-03
OrthoPanels,2021-05-04,2015-10-27
orthopolynom,2013-02-04,2006-06-22
OSACC,2012-01-27,2010-09-16
osc,2019-12-19,2016-05-10
osDesign,2020-10-18,2011-07-25
OSDR,2019-01-02,2018-10-08
osi,2018-07-03,2016-06-21
oskeyring,2020-11-09,2020-10-30
osmar,2013-11-21,2011-09-01
osmdata,2021-03-22,2017-05-18
osmextract,2021-06-10,2021-02-11
osmose,2020-04-28,2017-12-11
osmplotr,2021-03-28,2016-03-02
OSMscale,2017-04-12,2016-08-21
osqp,2019-10-28,2018-07-01
osrm,2021-03-19,2015-09-30
osrmr,2021-05-31,2018-03-28
OsteoBioR,2019-10-16,2018-11-15
OSTSC,2020-11-10,2017-12-04
OTclust,2020-12-18,2019-05-06
OTE,2020-03-29,2015-07-31
otpr,2021-01-04,2019-03-31
otrimle,2021-05-29,2016-10-05
otsad,2019-09-06,2019-04-01
otuSummary,2020-03-31,2018-06-19
OTUtable,2018-05-26,2016-03-17
otvPlots,2018-06-26,2017-10-14
ouch,2021-05-16,2004-10-27
outbreaker,2020-05-24,2013-02-19
outbreaker2,2021-02-09,2017-11-28
outbreaks,2020-09-28,2016-10-31
OutbreakTools,2019-01-22,2014-01-09
outForest,2021-01-07,2020-01-13
OutlierDC,2014-03-24,2013-03-18
OutlierDetection,2021-03-28,2019-02-07
OutlierDM,2014-12-24,2014-03-23
outliers,2011-01-24,2005-04-05
OutliersO3,2020-04-25,2017-09-26
outliertree,2021-05-17,2019-07-31
outsider.base,2021-04-18,2020-02-26
OUwie,2021-02-04,2011-09-17
ouxy,2020-05-28,2019-09-20
overdisp,2020-10-06,2020-02-16
overlap,2021-05-17,2013-05-21
overlapping,2020-03-02,2016-01-08
overlapptest,2021-03-15,2018-05-30
overture,2019-08-11,2019-01-25
overviewR,2020-11-23,2020-06-30
OVtool,2021-04-19,2021-03-18
owd,2020-08-05,2020-07-24
owdbr,2019-11-11,2019-05-10
OWEA,2018-11-03,2018-11-02
OwenQ,2020-01-08,2019-08-28
owl,2020-04-14,2020-02-11
owmr,2020-01-11,2017-01-14
ows4R,2020-05-27,2018-09-01
oxcAAR,2021-02-23,2018-02-09
oxcovid19,2021-05-07,2020-07-16
oXim,2019-12-21,2016-08-02
OxyBS,2017-02-20,2015-12-01
oysteR,2021-01-10,2020-07-02
oz,2016-12-08,1998-02-25
ozmaps,2021-04-08,2019-11-06
P2C2M,2019-11-10,2014-10-24
p3state.msm,2012-07-04,2009-07-18
pa,2013-12-21,2012-06-30
PAactivPAL,2018-05-03,2015-12-23
PAC,2021-02-18,2016-03-25
PACBO,2020-02-19,2016-07-05
pacbpred,2013-02-05,2012-08-21
PACE,2012-02-10,2011-09-26
pack,2008-09-08,2008-08-17
packagedocs,2020-05-28,2020-01-01
packagefinder,2020-10-26,2018-07-05
packager,2021-06-01,2020-02-21
packageRank,2021-05-03,2019-05-16
packcircles,2020-12-12,2015-07-26
packClassic,2009-10-11,2008-09-18
packDAMipd,2021-03-03,2020-11-09
packdep,2016-02-19,2009-07-18
packHV,2019-03-04,2012-12-22
packMBPLSDA,2020-03-15,2019-05-16
packrat,2021-03-30,2014-09-03
packS4,2015-05-28,2009-05-27
pacman,2019-03-11,2015-02-15
paco,2020-08-25,2015-07-18
pacose,2014-08-19,2012-04-19
pacotest,2020-12-15,2017-02-15
pact,2021-02-26,2016-04-15
PACVB,2017-01-04,2016-02-04
pacviz,2021-03-04,2021-01-25
PACVr,2020-11-22,2019-07-26
Pade,2020-11-10,2015-06-10
padr,2020-09-12,2017-01-17
PAFit,2021-05-17,2015-03-27
PAFway,2021-06-07,2019-12-16
pagedown,2021-04-14,2019-01-02
pagemap,2020-09-07,2020-09-04
pagenum,2021-04-17,2015-12-13
pageviews,2020-05-10,2015-11-19
pagoda2,2021-05-04,2021-01-28
pagoo,2021-05-13,2021-02-12
PAGWAS,2015-12-08,2013-11-13
pairedCI,2012-11-24,2012-03-29
PairedData,2018-06-03,2011-12-15
pairsD3,2015-04-28,2015-04-08
PairTrading,2013-06-10,2011-10-19
PairViz,2020-10-05,2008-10-28
pairwise,2021-01-06,2013-02-07
pairwiseCI,2019-03-11,2007-08-25
pairwiseComparisons,2021-06-01,2019-08-28
PairwiseD,2020-09-11,2017-05-04
pak,2020-11-16,2019-02-19
PakPC2017,2018-02-16,2017-09-05
PakPMICS2014HL,2021-04-09,2017-09-07
PakPMICS2014Wm,2021-04-09,2017-09-07
PakPMICS2018,2020-01-25,2019-06-25
palaeoSig,2019-04-05,2011-02-14
palasso,2021-04-19,2018-05-31
paleobioDB,2020-07-25,2014-05-01
paleofire,2019-12-11,2014-01-08
paleoMAS,2011-12-15,2010-01-17
paleomorph,2017-04-19,2016-08-08
paleopop,2021-04-23,2021-04-22
paleotree,2019-12-12,2012-01-27
paleoTS,2019-03-12,2006-07-25
paleoTSalt,2008-05-26,2007-10-23
paletteer,2021-01-06,2018-07-10
palettesForR,2019-01-18,2019-01-17
palettetown,2016-04-07,2015-09-07
palinsol,2016-03-05,2014-04-04
palm,2020-09-25,2017-01-30
palmtree,2020-05-15,2018-01-16
paloma,2013-03-02,2011-08-19
palr,2021-05-05,2015-06-11
pals,2021-04-17,2016-12-14
paltran,2012-11-01,2008-05-05
PAMA,2021-05-06,2020-01-13
pamctdp,2017-01-06,2010-02-09
PamGeneMixed,2014-09-19,2012-12-18
pamm,2020-01-22,2009-06-14
PAMmisc,2021-03-27,2020-10-22
pammtools,2021-03-29,2018-11-16
pampe,2015-11-07,2015-02-13
pamr,2019-04-22,2003-05-21
pan,2018-06-29,2003-11-15
pAnalysis,2016-01-19,2015-11-18
pancor,2020-05-01,2019-10-16
PandemicLP,2021-02-09,2020-11-30
pander,2018-11-06,2012-08-17
pandocfilters,2019-11-26,2016-04-27
panel,2012-10-31,2001-05-21
panelaggregation,2017-01-07,2014-12-03
PanelCount,2015-10-24,2015-08-31
panelr,2020-11-11,2019-05-16
panelvar,2021-01-27,2018-04-03
panelView,2019-03-13,2018-04-24
pangaear,2021-05-14,2015-11-24
PANICr,2020-04-11,2014-10-24
PanJen,2017-11-01,2016-08-15
papayar,2016-09-28,2016-05-12
papeR,2021-03-22,2013-08-07
papply,2012-07-01,2005-06-24
paradox,2021-03-07,2019-07-12
parallelDist,2018-12-12,2017-06-06
ParallelDSM,2021-05-21,2020-11-04
ParallelForest,2019-01-26,2014-07-08
parallelize.dynamic,2020-05-29,2013-05-08
ParallelLogger,2020-10-26,2018-07-05
parallelly,2021-06-09,2020-10-20
parallelMap,2020-03-26,2013-08-29
parallelMCMCcombine,2020-02-19,2014-06-20
parallelML,2015-06-26,2015-06-23
ParallelPC,2015-12-31,2015-10-01
parallelSVM,2021-06-08,2015-05-29
ParallelTree,2019-09-17,2016-04-28
parameters,2021-05-29,2019-08-26
paramGUI,2020-02-13,2016-06-16
ParamHelpers,2020-03-24,2012-06-01
paramhetero,2020-01-08,2019-04-27
paramlink,2018-01-05,2011-03-20
paramlink2,2021-05-04,2021-05-04
params,2021-03-01,2015-07-28
paran,2018-10-15,2007-08-12
ParBayesianOptimization,2021-01-20,2018-12-03
parboost,2015-05-04,2013-10-16
parcats,2020-09-09,2019-12-02
pARccs,2012-03-24,2008-10-15
parcor,2020-05-14,2009-04-29
ParDNAcopy,2014-12-30,2013-06-21
ParentOffspring,2020-02-19,2013-09-30
Pareto,2021-03-03,2019-12-17
ParetoPosStable,2015-09-02,2014-01-08
parfm,2018-11-07,2012-02-16
parfossil,2019-08-31,2010-10-21
parglm,2020-08-05,2018-12-09
parlitools,2020-01-12,2017-05-03
parma,2016-08-25,2013-01-09
parmigene,2020-08-03,2011-03-11
parmsurvfit,2018-12-07,2018-10-08
paropt,2021-05-31,2020-07-06
PARSE,2020-07-05,2016-06-11
parsec,2021-05-14,2015-06-22
parsedate,2021-04-20,2014-08-28
parsemsf,2020-11-17,2017-01-24
parser,2013-04-03,2009-07-27
parsermd,2021-05-20,2021-05-10
parseRPDR,2021-06-06,2021-03-15
parsetools,2021-01-24,2019-01-04
parSim,2020-07-10,2017-11-10
parsnip,2021-05-27,2018-11-12
parspatstat,2014-08-20,2012-09-21
PartCensReg,2018-03-09,2018-01-05
partDSA,2017-01-05,2013-02-06
pARtial,2009-02-23,2006-10-16
partialAR,2020-04-14,2015-01-29
partialCI,2018-10-11,2017-04-26
Partiallyoverlapping,2018-12-13,2017-01-04
particles,2019-01-14,2018-02-26
partition,2021-01-07,2019-05-17
partitionComparison,2019-03-07,2017-08-25
partitionMap,2012-08-20,2010-11-22
partitionMetric,2014-03-02,2012-10-29
partitions,2021-02-23,2006-05-30
partools,2017-03-26,2015-01-03
partsm,2020-11-25,2005-09-22
party,2021-03-03,2005-06-24
partykit,2021-03-03,2011-09-29
parzer,2021-02-16,2020-03-19
PAS,2018-06-13,2012-08-11
Pasha,2017-03-26,2015-08-01
pass,2018-06-17,2013-01-12
PASSED,2021-06-10,2020-05-13
PAsso,2021-05-07,2020-07-13
passport,2020-11-07,2017-07-09
passt,2021-05-03,2019-11-05
pasta,2018-02-01,2016-12-12
pastecs,2018-03-15,2002-01-31
pastis,2013-09-11,2013-05-29
PASWR,2009-11-25,2008-02-12
PASWR2,2016-01-15,2014-11-22
patchDVI,2020-05-08,2013-01-10
patchPlot,2020-03-03,2012-12-20
patchSynctex,2016-12-13,2015-01-11
patchwork,2020-12-17,2019-12-01
patentsview,2019-01-28,2017-07-12
PATHChange,2020-06-15,2016-06-17
pathClass,2019-01-04,2010-09-27
pathdiagram,2019-10-02,2013-07-29
pathfindR,2021-01-04,2018-03-09
pathfindR.data,2020-11-20,2020-06-04
pathmapping,2017-03-22,2017-03-20
pathmodelfit,2020-09-02,2020-08-18
pathmox,2020-04-30,2010-08-10
pathological,2019-05-30,2015-01-19
PathSelectMP,2017-12-19,2016-05-20
patPRO,2016-01-27,2015-09-19
patrick,2020-10-27,2018-08-13
PatternClass,2020-03-14,2013-07-23
patternize,2018-11-23,2017-03-29
patternplot,2020-04-09,2016-12-20
Patterns,2021-03-21,2019-06-07
PAutilities,2020-05-17,2019-03-06
pavo,2021-03-23,2012-12-05
pawacc,2017-02-20,2013-11-13
PAWL,2021-02-15,2011-10-23
pawls,2020-02-19,2017-05-11
paws,2021-03-14,2019-05-09
paws.analytics,2021-03-07,2019-05-09
paws.application.integration,2021-03-09,2019-05-03
paws.common,2021-05-20,2019-03-13
paws.compute,2021-03-07,2019-04-24
paws.cost.management,2021-03-09,2019-05-13
paws.customer.engagement,2021-03-11,2019-05-13
paws.database,2021-03-09,2019-05-03
paws.machine.learning,2021-03-07,2019-05-09
paws.management,2021-03-07,2019-05-13
paws.networking,2021-03-07,2019-05-13
paws.security.identity,2021-03-09,2019-05-03
paws.storage,2021-03-07,2019-05-03
pbapply,2020-08-18,2010-09-03
pbatR,2018-04-20,2005-11-20
PBC,2015-08-17,2014-02-18
PBD,2017-05-04,2014-04-01
pbdBASE,2020-02-28,2012-10-15
pbdDEMO,2019-12-19,2013-03-25
pbdDMAT,2019-12-19,2012-10-15
pbdMPI,2020-01-29,2012-09-03
pbdNCDF4,2020-10-02,2013-02-24
pbdPROF,2019-11-16,2013-08-01
pbdRPC,2018-05-05,2017-01-01
pbdSLAP,2020-02-28,2012-10-13
pbdZMQ,2021-02-10,2015-09-11
PBIBD,2017-12-21,2016-08-25
PBImisc,2016-02-25,2011-02-04
pbivnorm,2015-01-23,2012-10-29
pbixr,2020-10-27,2020-05-31
pbkrtest,2021-03-09,2011-10-23
pbm,2021-03-28,2018-03-05
pbmcapply,2019-07-10,2016-07-06
PBNPA,2018-05-15,2016-12-20
pBrackets,2021-05-18,2014-10-17
PBSadmb,2019-03-19,2009-11-25
PBSddesolve,2019-12-10,2008-10-05
PBSmapping,2021-01-13,2012-11-29
PBSmodelling,2019-03-14,2006-08-30
pbv,2020-05-11,2018-10-30
pca3d,2020-10-02,2013-02-21
PCA4you,2021-04-29,2017-10-22
pcaBootPlot,2015-06-23,2015-05-21
pcadapt,2020-05-05,2015-09-05
pcaL1,2020-01-28,2012-04-20
pcalg,2021-06-01,2006-06-06
pCalibrate,2020-03-19,2017-11-06
PCAmatchR,2021-01-10,2020-04-24
PCAmixdata,2017-10-23,2014-02-03
pcaPA,2019-03-20,2012-05-08
pcaPP,2021-04-23,2006-04-03
pccc,2020-06-02,2017-12-13
PCDimension,2019-05-06,2017-12-15
pcdpca,2017-09-03,2016-11-27
pcds,2021-04-12,2020-02-29
PCDSpline,2021-05-26,2014-06-13
pcenum,2014-08-15,2012-10-29
pcev,2018-02-04,2016-12-05
pcFactorStan,2020-09-15,2019-06-11
pcg,2014-04-03,2014-02-18
pcgen,2019-02-01,2018-08-02
PCGSE,2017-03-31,2014-03-19
pch,2021-02-01,2015-11-27
pchc,2021-03-21,2020-07-06
PCICt,2018-04-16,2011-10-06
pcIRT,2019-07-15,2014-01-12
PCIT,2020-02-19,2009-08-28
pcLasso,2020-07-08,2019-01-11
pcmabc,2021-01-05,2018-12-18
PCMBase,2021-06-07,2018-12-01
PCMBaseCpp,2020-03-23,2019-10-06
PCMRS,2020-06-11,2017-11-07
pcnetmeta,2020-09-14,2014-01-18
pCODE,2019-11-23,2019-07-23
PCovR,2021-01-29,2013-03-20
pcoxtime,2021-03-28,2021-02-15
PCPS,2020-01-15,2014-04-30
pcr,2020-04-01,2017-11-03
pcrcoal,2020-02-16,2011-10-08
PCRedux,2020-12-16,2017-11-20
pcrsim,2020-05-20,2013-04-06
PCS,2013-08-16,2012-10-29
pcse,2018-06-07,2007-03-13
pct,2021-04-05,2019-03-29
pcts,2020-10-31,2020-01-09
pcurve,2014-03-07,2004-11-03
pda,2020-12-10,2020-11-23
pdc,2015-09-28,2012-03-19
PDE,2021-04-01,2020-10-29
pder,2019-09-08,2017-09-28
pdfboxr,2020-09-29,2020-09-15
pdfCluster,2018-12-04,2011-03-01
PDFEstimator,2021-03-21,2018-10-14
pdfetch,2019-07-30,2014-03-02
pdfsearch,2019-01-09,2016-12-16
pdftools,2021-05-06,2016-02-26
pdi,2021-02-09,2020-08-19
pdist,2013-02-03,2011-06-19
pdmod,2018-02-13,2014-03-28
pdolsms,2018-05-03,2016-01-24
pdp,2018-08-27,2016-09-02
PdPDB,2017-11-10,2016-11-18
pdqr,2021-01-22,2019-11-06
PDQutils,2017-03-18,2015-02-12
pdR,2019-07-07,2014-09-01
PDSCE,2013-06-13,2012-08-24
pdSpecEst,2020-01-08,2017-01-16
pdynmc,2020-12-05,2020-02-01
peacesciencer,2021-05-31,2020-12-19
peacots,2016-11-13,2014-06-05
Peak2Trough,2013-12-22,2011-04-28
peakPantheR,2019-06-03,2018-07-10
peakRAM,2017-01-16,2016-07-29
Peaks,2019-04-18,2012-10-29
PeakSegDisk,2020-08-14,2018-12-03
PeakSegDP,2017-08-15,2017-06-21
PeakSegJoint,2018-10-03,2017-08-16
PeakSegOptimal,2018-05-25,2017-06-21
pear,2020-10-28,2002-01-13
pearson7,2020-05-08,2013-02-14
PearsonDS,2021-06-10,2009-09-19
PearsonICA,2009-06-29,2006-06-29
pec,2020-11-16,2008-07-28
pedantics,2019-12-15,2009-10-29
pedgene,2020-02-19,2013-11-08
pedigree,2012-12-17,2009-02-24
pedigreemm,2014-06-26,2009-05-24
pedmut,2020-07-30,2019-10-01
pedometrics,2020-02-09,2014-08-08
pedprobr,2021-03-27,2019-11-01
pedquant,2020-08-27,2019-03-15
pedSimulate,2021-02-22,2020-04-15
pedtools,2021-02-10,2019-10-11
PeerPerformance,2021-05-16,2017-01-29
pegas,2021-05-17,2009-05-13
PEIP,2020-08-29,2012-05-19
PELVIS,2021-05-07,2018-08-05
pems.utils,2021-04-25,2016-03-02
penalized,2018-07-12,2007-07-07
penalizedLDA,2015-07-11,2011-03-29
penalizedSVM,2018-07-26,2009-01-14
penaltyLearning,2020-05-14,2017-06-08
pencal,2021-05-28,2020-11-25
pencopula,2020-02-19,2011-02-22
PenCoxFrail,2016-05-07,2016-03-15
pendensity,2018-05-03,2009-09-18
penDvine,2015-07-09,2012-07-16
PenLNM,2015-01-15,2012-11-28
penMSM,2015-01-12,2014-07-02
penPHcure,2019-12-03,2019-11-20
penRvine,2018-05-03,2017-05-21
pense,2021-04-14,2017-10-25
pensim,2021-05-11,2011-01-25
peopleanalyticsdata,2021-04-13,2021-01-07
peperr,2021-03-16,2008-07-15
peplib,2017-07-07,2012-10-09
PepPrep,2020-02-19,2014-07-10
pepr,2020-10-16,2020-06-04
PepSAVIms,2016-12-17,2016-12-03
peptider,2015-09-16,2013-10-17
Peptides,2021-05-14,2014-02-20
pequod,2016-02-29,2010-11-13
perARMA,2016-02-25,2013-01-10
Perc,2021-05-11,2015-10-22
perccalc,2019-12-17,2017-09-14
percentiles,2021-04-08,2021-02-15
perfectphyloR,2021-03-08,2019-07-18
PerFit,2021-02-22,2014-10-07
PerfMeas,2014-08-18,2011-11-09
performance,2021-05-17,2019-04-24
PerformanceAnalytics,2020-02-06,2007-04-16
performanceEstimation,2016-10-13,2013-12-29
PeriodicTable,2017-08-29,2017-01-05
periscope,2021-04-07,2019-03-06
perm,2010-07-29,2009-07-30
PermAlgo,2015-04-02,2013-12-13
PerMallows,2017-04-24,2014-06-23
permax,2012-10-30,2001-05-21
permDep,2020-03-03,2017-04-29
permGPU,2021-02-10,2016-01-31
permGS,2017-08-08,2017-01-24
permimp,2021-02-11,2020-06-25
permPATH,2021-02-10,2016-02-17
permtest,2015-06-19,2005-08-20
permubiome,2020-07-31,2016-02-08
permuco,2019-12-19,2018-01-10
permutations,2020-11-12,2016-01-20
permute,2019-03-12,2011-09-08
PermuteNGS,2011-04-13,2010-05-06
permutes,2021-02-24,2018-05-18
PERregress,2015-06-19,2010-12-10
perry,2013-03-13,2012-08-23
PerseusR,2018-11-05,2018-10-30
personalized,2021-05-28,2017-06-12
personograph,2015-11-07,2015-09-21
perspectev,2015-08-09,2015-05-13
perturb,2020-12-10,2005-03-30
perturbR,2019-02-19,2017-12-01
peruse,2021-03-08,2020-12-21
pesel,2020-03-04,2019-06-21
PesticideLoadIndicator,2021-05-28,2021-03-18
pesticides,2018-06-17,2012-10-29
PET,2020-01-16,2007-04-04
PetfindeR,2020-07-07,2018-05-22
pETM,2018-01-31,2016-05-22
petrinetR,2019-03-08,2016-08-18
petro.One,2021-01-25,2017-10-27
pewdata,2021-04-08,2016-05-13
pez,2020-10-12,2014-11-08
PF,2015-09-01,2012-08-17
pfa,2014-08-20,2012-12-04
pfda,2013-03-06,2010-12-07
pfica,2021-06-03,2020-09-18
pflamelet,2021-02-09,2020-12-17
pga,2010-11-30,2008-04-23
pgam,2018-01-24,2004-02-21
pgbart,2020-03-03,2018-06-30
pgdraw,2019-01-11,2018-07-13
PGEE,2017-04-24,2016-01-20
pgfSweave,2012-07-10,2009-12-04
PGICA,2018-01-23,2014-11-19
pgirmess,2021-04-05,2005-11-02
pglm,2020-01-17,2010-07-24
pGLS,2021-02-15,2012-10-29
PGM2,2016-12-17,2014-01-08
pgmm,2019-12-04,2011-12-08
pgnorm,2014-08-19,2012-05-14
pGPx,2018-08-20,2018-08-17
pgraph,2020-01-21,2016-06-14
PGRdup,2021-01-21,2015-04-14
pgs,2018-06-11,2009-07-21
ph2bayes,2018-02-26,2016-01-18
ph2bye,2016-08-21,2016-07-25
ph2hetero,2020-06-05,2018-05-02
ph2mult,2016-11-23,2016-08-21
phalen,2018-05-03,2013-09-12
phangorn,2021-05-03,2008-03-25
phantom,2020-07-05,2017-04-13
PharmacoGx,2016-10-19,2015-07-24
pharmaRTF,2021-05-27,2020-05-25
Phase123,2019-04-25,2018-02-07
Phase12Compare,2020-07-31,2019-08-30
phase1PRMD,2020-03-09,2019-02-03
phase1RMD,2020-03-11,2017-03-23
phaseR,2019-09-08,2013-10-09
PhaseType,2020-01-16,2011-10-12
phateR,2021-02-12,2018-05-27
phcfM,2019-01-25,2012-06-05
pheatmap,2019-01-04,2010-10-24
PheCAP,2020-05-29,2020-05-02
PHEindicatormethods,2020-06-25,2018-07-30
phenability,2015-02-24,2014-04-23
phenesse,2020-07-29,2019-12-22
phenex,2017-05-29,2013-04-16
PHENIX,2017-06-02,2014-10-24
pheno,2012-05-04,2003-12-11
pheno2geno,2020-02-19,2012-10-24
phenocamapi,2020-10-30,2018-11-04
phenocamr,2020-03-22,2018-04-19
phenoCDM,2018-05-02,2018-02-16
phenofit,2020-03-30,2019-02-18
phenology,2020-10-22,2012-04-06
phenomap,2018-03-26,2017-11-16
phenopix,2020-09-03,2017-06-15
PhenotypeSimulator,2019-05-15,2017-05-21
PHeval,2018-09-13,2014-04-28
PheVis,2021-02-23,2021-02-16
phia,2015-11-07,2012-05-09
philentropy,2021-05-12,2017-04-26
phillydaodata,2021-05-12,2020-11-14
PHInfiniteEstimates,2021-03-23,2020-02-17
phitest,2013-03-23,2010-08-10
phmm,2020-04-10,2009-03-16
phom,2015-07-01,2012-02-14
phonenumber,2021-05-01,2015-07-10
phonfieldwork,2021-03-02,2019-08-24
phonics,2020-10-12,2015-12-27
phonR,2016-08-25,2012-08-18
phonTools,2015-07-31,2012-07-24
photobiology,2021-04-04,2016-02-01
photobiologyFilters,2020-10-05,2018-01-15
photobiologyInOut,2020-04-14,2016-05-24
photobiologyLamps,2019-06-15,2016-10-23
photobiologyLEDs,2018-01-14,2016-10-23
photobiologyPlants,2019-06-15,2016-08-03
photobiologySensors,2020-10-05,2018-02-26
photobiologySun,2019-03-27,2018-02-27
photobiologyWavebands,2020-04-28,2016-02-03
photosynthesis,2020-09-12,2019-05-09
phpSerialize,2012-07-22,2005-02-28
phrasemachine,2020-03-13,2016-10-24
phreeqc,2020-05-11,2014-06-30
phtt,2020-02-19,2013-02-25
phuassess,2016-12-04,2016-10-22
phull,2012-11-29,2009-10-03
phuse,2020-10-02,2017-09-26
PhViD,2016-11-03,2009-03-03
PhyActBedRest,2016-11-16,2014-08-18
phybase,2012-10-30,2012-10-29
phybreak,2020-09-14,2016-08-17
phyclust,2021-02-10,2010-01-29
phyext,2014-12-22,2011-05-02
phyext2,2015-07-27,2015-07-17
PhyInformR,2020-10-02,2016-11-13
phylin,2019-12-12,2014-07-25
phyloarray,2008-02-16,2003-12-02
phylobase,2020-03-01,2009-11-01
phylocanvas,2017-10-30,2017-02-03
phyloclim,2018-05-25,2009-11-30
phylocomr,2019-12-20,2018-11-19
phylocurve,2020-06-23,2015-03-19
phylodyn,2017-07-29,2017-05-03
PhylogeneticEM,2020-02-11,2017-01-31
PHYLOGR,2020-04-14,2000-08-31
phylogram,2018-06-25,2017-06-12
phyloland,2014-09-13,2014-03-07
phylolm,2020-06-22,2013-01-08
PhyloMeasures,2017-01-14,2015-04-03
phylopath,2019-12-07,2016-10-05
phyloregion,2021-05-01,2020-03-30
phyloseqGraphTest,2020-02-07,2018-03-15
phylosignal,2020-01-15,2015-10-26
phylosim,2020-02-16,2010-10-27
phylotaR,2020-03-07,2018-07-31
phylotate,2019-06-29,2017-01-03
phylotools,2017-12-10,2010-10-23
phyloTop,2018-02-21,2013-07-30
phyndr,2018-07-20,2015-08-18
phyr,2020-12-18,2019-10-24
phyreg,2018-04-12,2014-02-08
PhysActBedRest,2020-09-14,2016-04-06
PhysicalActivity,2021-01-22,2010-09-15
PhySim,2010-07-30,2007-01-28
physiology,2018-11-28,2015-01-06
PhySortR,2018-05-03,2015-12-16
phytools,2021-06-03,2011-08-20
pi0,2017-12-19,2010-09-20
