Package,Score,RStudio,Days up,Total dl,Median dl,Mean dl
seasonalclumped,-0.24,0,146,1701,11,12
genset,-0.24,0,266,3213,11,12
slgf,-0.24,0,112,1285,12,11
smd,-0.24,0,230,2753,12,12
promethee123,-0.24,0,170,1998,12,12
ricu,-0.24,0,218,2600,11,12
xutils,-0.24,0,112,1283,11,11
lucas,-0.24,0,235,2812,11,12
inldata,-0.24,0,265,3194,11,12
newsmd,-0.24,0,105,1198,11,11
rlog,-0.24,0,105,1198,11,11
tinyspotifyr,-0.24,0,105,1198,11,11
lacrmr,-0.24,0,280,3386,11,12
mrgsim.sa,-0.24,0,191,2256,11,12
mhazard,-0.24,0,312,3797,11,12
gfboost,-0.24,0,218,2595,11,12
OEFPIL,-0.24,0,79,887,10,11
auctionr,-0.24,0,349,4276,11,12
dcov,-0.24,0,350,4289,11,12
ivsacim,-0.24,0,224,2670,11,12
nnlib2Rcpp,-0.24,0,397,4903,10,12
oolong,-0.24,0,445,5535,11,12
mbRes,-0.24,0,21,224,7,10
L2DensityGoFtest,-0.24,0,441,5481,11,12
Rdta,-0.24,0,502,6290,12,13
sparsevb,-0.24,0,145,1683,11,12
goxygen,-0.24,0,341,4169,12,12
smartsnp,-0.24,0,97,1100,11,11
rjdmarkdown,-0.24,0,397,4898,11,12
R2Addhaz,-0.24,0,428,5305,11,12
oxcgrt,-0.24,0,194,2289,11,12
gbeta,-0.24,0,202,2389,11,12
bbdetection,-0.24,0,69,768,10,11
wkNNMI,-0.24,0,495,6189,11,12
ph2rand,-0.24,0,99,1123,11,11
sistec,-0.24,0,394,4855,12,12
scTenifoldKnk,-0.24,0,198,2338,12,12
ANOVAShiny2,-0.24,0,286,3453,11,12
rmdwc,-0.24,0,286,3453,12,12
FDRestimation,-0.24,0,207,2450,12,12
nametagger,-0.24,0,370,4539,12,12
FactorAssumptions,-0.24,0,460,5721,12,12
nhlapi,-0.24,0,380,4669,10,12
Rarefy,-0.24,0,378,4640,11,12
tabularmaps,-0.24,0,309,3745,11,12
SpatialBSS,-0.24,0,440,5452,11,12
representr,-0.24,0,235,2800,11,12
slanter,-0.24,0,268,3219,11,12
horseshoenlm,-0.24,0,173,2023,11,12
SBICgraph,-0.24,0,99,1121,12,11
path.chain,-0.24,0,259,3103,11,12
hiphop,-0.24,0,294,3550,12,12
hkdatasets,-0.24,0,235,2798,12,12
met,-0.24,0,299,3613,12,12
IPCWK,-0.24,0,440,5447,11,12
tongfen,-0.24,0,217,2569,11,12
SeqExpMatch,-0.24,0,8,86,5,10
shapeNA,-0.24,0,86,965,10,11
ivdesign,-0.24,0,330,4007,11,12
waydown,-0.24,0,84,941,10,11
giftwrap,-0.24,0,180,2105,11,12
ech,-0.24,0,264,3160,10,12
Phenotype,-0.24,0,307,3709,11,12
regioncode,-0.25,0,106,1201,11,11
klexdatr,-0.25,0,401,4922,11,12
PenIC,-0.25,0,517,6448,12,12
PheNorm,-0.25,0,153,1770,11,11
pcsstools,-0.25,0,78,869,11,11
SAMTx,-0.25,0,149,1721,12,11
shinyChakraSlider,-0.25,0,282,3385,11,12
nlmm,-0.25,0,442,5457,11,12
ialiquor,-0.25,0,188,2201,11,12
FSDAM,-0.25,0,201,2362,11,12
mirtsvd,-0.25,0,272,3255,11,12
endoSwitch,-0.25,0,474,5873,12,12
qqr,-0.25,0,238,2824,12,12
imbibe,-0.25,0,226,2673,11,12
geoFKF,-0.25,0,219,2585,11,12
SPARTAAS,-0.25,0,107,1211,11,11
listArray,-0.25,0,272,3253,11,12
nimbleSMC,-0.25,0,212,2496,11,12
CoTiMA,-0.25,0,90,1008,8,11
shinydlplot,-0.25,0,188,2196,11,12
pmlbr,-0.25,0,250,2971,11,12
drawer,-0.25,0,99,1114,10,11
podr,-0.25,0,225,2656,12,12
o2geosocial,-0.25,0,287,3439,11,12
rzentra,-0.25,0,170,1972,12,12
reconstructKM,-0.25,0,196,2293,11,12
GARCOM,-0.25,0,236,2792,12,12
OBASpatial,-0.25,0,419,5137,11,12
hdiVAR,-0.25,0,245,2904,11,12
FuzzySTs,-0.25,0,341,4125,11,12
rgeoda,-0.25,0,132,1507,11,11
qbld,-0.25,0,272,3243,11,12
mosqcontrol,-0.25,0,306,3675,11,12
legco,-0.25,0,435,5339,11,12
zonebuilder,-0.25,0,110,1242,12,11
JSconsole,-0.25,0,237,2799,11,12
tbma,-0.25,0,429,5257,12,12
nichevol,-0.25,0,464,5711,12,12
raveio,-0.25,0,299,3579,11,12
gfiUltra,-0.25,0,182,2113,11,12
incidental,-0.25,0,266,3160,11,12
runonce,-0.25,0,317,3807,11,12
shinypivottabler,-0.25,0,107,1204,12,11
thorn,-0.25,0,230,2707,11,12
INTRIGUE,-0.25,0,216,2532,11,12
twenty48,-0.25,0,259,3070,11,12
RCGLS,-0.25,0,266,3157,11,12
qtl2convert,-0.25,0,343,4135,11,12
utilityFunctionTools,-0.25,0,317,3801,11,12
gfiExtremes,-0.25,0,195,2269,11,12
msSPChelpR,-0.25,0,217,2541,11,12
unstruwwel,-0.25,0,141,1609,11,11
visae,-0.25,0,144,1645,11,11
param6,-0.25,0,84,931,11,11
onlineforecast,-0.26,0,267,3165,11,12
triplot,-0.26,0,365,4411,11,12
snpsettest,-0.26,0,85,942,11,11
stlTDNN,-0.26,0,105,1177,11,11
ztpln,-0.26,0,320,3833,12,12
rbenvo,-0.26,0,203,2364,11,12
vdar,-0.26,0,456,5583,11,12
stlELM,-0.26,0,107,1200,11,11
SAFARI,-0.26,0,104,1164,11,11
bcTSNE,-0.26,0,407,4945,11,12
l1ball,-0.26,0,320,3829,12,12
simfinapi,-0.26,0,254,2996,11,12
MajKMeans,-0.26,0,438,5345,11,12
maketools,-0.26,0,308,3676,10,12
bcc,-0.26,0,407,4942,11,12
mmb,-0.26,0,259,3056,11,12
bpDir,-0.26,0,399,4836,11,12
ibb,-0.26,0,394,4771,11,12
psdr,-0.26,0,5,55,5,9
realtest,-0.26,0,5,55,6,9
dendRoAnalyst,-0.26,0,370,4460,11,12
SAMGEP,-0.26,0,154,1758,12,11
LDNN,-0.26,0,189,2184,11,11
linne,-0.26,0,226,2636,11,12
formulops,-0.26,0,473,5777,12,12
lazygreedy,-0.26,0,254,2983,11,12
scLink,-0.26,0,316,3761,12,12
microclustr,-0.26,0,251,2945,11,12
ip2proxy,-0.26,0,211,2449,11,12
RadialVisGadgets,-0.26,0,180,2069,11,11
simcross,-0.26,0,258,3031,11,12
arakno,-0.26,0,1,17,8,8
maic,-0.26,0,405,4893,11,12
getDTeval,-0.26,0,203,2349,11,12
Neighboot,-0.26,0,261,3066,11,12
mixcure,-0.26,0,197,2274,11,11
M2SMJF,-0.26,0,198,2286,11,11
symSEM,-0.26,0,328,3906,11,12
GEVACO,-0.26,0,188,2163,11,11
nipnTK,-0.26,0,191,2199,11,11
spfilteR,-0.26,0,184,2113,11,11
klsh,-0.26,0,230,2677,11,12
oneclust,-0.26,0,281,3310,11,12
fellov,-0.27,0,474,5767,11,12
JoF,-0.27,0,432,5224,11,12
JumpeR,-0.27,0,110,1224,10,11
RtD3,-0.27,0,215,2488,11,12
pcSteiner,-0.27,0,282,3318,11,12
slopeOP,-0.27,0,201,2316,11,11
rsmatrix,-0.27,0,286,3367,11,12
PPTcirc,-0.27,0,212,2450,11,12
PO.EN,-0.27,0,294,3464,12,12
SEIRfansy,-0.27,0,218,2521,11,12
critpath,-0.27,0,48,511,9,10
vacuum,-0.27,0,274,3212,11,12
scaleAlign,-0.27,0,303,3574,11,12
calcUnique,-0.27,0,404,4852,11,12
starm,-0.27,0,425,5119,11,12
retroharmonize,-0.27,0,261,3049,11,12
RankAggregator,-0.27,0,282,3310,11,12
cinaR,-0.27,0,207,2384,8,11
Sshaped,-0.27,0,99,1092,11,11
precisely,-0.27,0,372,4441,11,12
vprr,-0.27,0,219,2530,11,12
matuR,-0.27,0,202,2322,11,11
iNZightMR,-0.27,0,400,4796,10,12
bcfrailph,-0.27,0,358,4262,11,12
DemografixeR,-0.27,0,406,4871,11,12
rescue,-0.27,0,326,3855,11,12
newFocus,-0.27,0,334,3953,11,12
tibblify,-0.27,0,259,3017,11,12
match2C,-0.27,0,393,4697,10,12
sanic,-0.27,0,260,3028,11,12
uwo4419,-0.27,0,258,3003,11,12
ReDaMoR,-0.27,0,435,5231,11,12
stfit,-0.27,0,250,2904,11,12
IRSF,-0.27,0,208,2389,11,11
geodaData,-0.27,0,378,4503,11,12
OptimalRerandExpDesigns,-0.27,0,132,1475,11,11
OOI,-0.27,0,173,1964,11,11
interleave,-0.27,0,223,2570,10,11
specr,-0.27,0,440,5290,11,12
memofunc,-0.27,0,107,1181,11,11
ClustAssess,-0.27,0,70,755,10,11
metaEnsembleR,-0.27,0,202,2313,11,11
sarp.snowprofile,-0.27,0,319,3755,11,12
provExplainR,-0.27,0,235,2714,11,12
raven.rdf,-0.27,0,84,914,9,11
ONEST,-0.27,0,275,3205,11,12
noisySBM,-0.27,0,175,1984,11,11
SimSurvNMarker,-0.27,0,271,3155,11,12
PVplr,-0.27,0,245,2834,11,12
SpatialRegimes,-0.27,0,210,2406,11,11
drf,-0.27,0,352,4163,10,12
pleiotest,-0.28,0,83,901,10,11
pointr,-0.28,0,352,4159,11,12
scrollrevealR,-0.28,0,349,4121,11,12
SmartMeterAnalytics,-0.28,0,295,3447,11,12
ibmAcousticR,-0.28,0,371,4397,11,12
tTOlr,-0.28,0,295,3444,11,12
mbmixture,-0.28,0,230,2643,11,11
personalized2part,-0.28,0,272,3158,11,12
scDHA,-0.28,0,0,8,8,8
xtreg2way,-0.28,0,302,3528,11,12
threesixtygiving,-0.28,0,189,2145,11,11
raytracing,-0.28,0,207,2362,11,11
percentiles,-0.28,0,114,1256,10,11
sketch,-0.28,0,244,2812,11,11
wsjplot,-0.28,0,230,2641,11,11
autoharp,-0.28,0,138,1536,8,11
dynaSpec,-0.28,0,352,4147,11,12
ROCpsych,-0.28,0,296,3449,11,12
permimp,-0.28,0,349,4108,10,12
SC2API,-0.28,0,257,2968,11,12
DescrTab2,-0.28,0,175,1974,10,11
treedata.table,-0.28,0,252,2906,11,11
SunsVoc,-0.28,0,345,4056,11,12
pisaRT,-0.28,0,343,4031,11,12
PRDA,-0.28,0,183,2069,11,11
PressPurt,-0.28,0,233,2672,11,11
wayback,-0.28,0,261,3013,11,12
votesmart,-0.28,0,107,1171,11,11
vtype,-0.28,0,26,267,8,10
multiclassPairs,-0.28,0,272,3143,10,12
ROI.plugin.osqp,-0.28,0,268,3093,11,11
kcopula,-0.28,0,428,5085,11,12
MMDCopula,-0.28,0,239,2738,11,11
personalr,-0.28,0,198,2242,11,11
rsetse,-0.28,0,209,2373,11,11
neptune,-0.28,0,441,5243,11,12
MSGARCHelm,-0.28,0,244,2794,11,11
bayeslincom,-0.28,0,308,3577,10,12
OkNNE,-0.28,0,300,3478,11,12
SlaPMEG,-0.28,0,259,2975,11,11
provTraceR,-0.28,0,302,3502,11,12
VorteksExport,-0.28,0,82,881,10,11
spDates,-0.29,0,244,2789,11,11
WoodburyMatrix,-0.29,0,303,3509,11,12
SurvMI,-0.29,0,331,3850,11,12
SBAGM,-0.29,0,224,2543,11,11
RobustBayesianCopas,-0.29,0,393,4620,11,12
ML2Pvae,-0.29,0,205,2314,11,11
pkdata,-0.29,0,251,2868,11,11
srcr,-0.29,0,176,1968,11,11
covsim,-0.29,0,393,4617,11,12
pocketapi,-0.29,0,201,2265,11,11
shinyMergely,-0.29,0,268,3073,11,11
pvldcurve,-0.29,0,247,2818,11,11
wrTopDownFrag,-0.29,0,274,3146,11,11
RMLPCA,-0.29,0,216,2444,11,11
PBIR,-0.29,0,265,3036,11,11
distributionsrd,-0.29,0,380,4452,10,12
rjqpd,-0.29,0,257,2934,11,11
tdaunif,-0.29,0,226,2559,11,11
yap,-0.29,0,511,6088,11,12
BSS,-0.29,0,350,4071,10,12
yager,-0.29,0,512,6092,11,12
tci,-0.29,0,103,1112,11,11
XICOR,-0.29,0,407,4771,11,12
SSHAARP,-0.29,0,408,4783,11,12
typed,-0.29,0,82,874,10,11
blindrecalc,-0.29,0,394,4604,11,12
wordsalad,-0.29,0,259,2948,11,11
vizdraws,-0.29,0,407,4765,10,12
rsbp,-0.29,0,267,3044,11,11
WLasso,-0.29,0,300,3444,11,11
nlstac,-0.3,0,223,2512,11,11
ShellChron,-0.3,0,201,2248,10,11
sparrpowR,-0.3,0,365,4235,10,12
sudachir,-0.3,0,211,2366,11,11
simhelpers,-0.3,0,435,5101,10,12
washex,-0.3,0,42,432,8,10
shinyrecipes,-0.3,0,400,4664,9,12
SLTCA,-0.3,0,259,2939,11,11
RecAssoRules,-0.3,0,187,2080,11,11
UMR,-0.3,0,280,3192,11,11
readsdr,-0.3,0,362,4192,11,12
cheatR,-0.3,0,399,4646,10,12
shiny.info,-0.3,0,443,5191,11,12
WoodSimulatR,-0.3,0,211,2361,11,11
prWarp,-0.3,0,219,2456,11,11
T4transport,-0.3,0,243,2742,11,11
POV,-0.3,0,205,2288,11,11
PubMedMining,-0.3,0,205,2288,11,11
transx,-0.3,0,194,2155,10,11
GeodesiCL,-0.3,0,15,150,7,9
cellOrigins,-0.3,0,369,4263,11,12
sarp.snowprofile.alignment,-0.3,0,188,2083,11,11
VALERIE,-0.3,0,484,5686,11,12
CNVRG,-0.3,0,266,3009,10,11
nhsnumber,-0.3,0,184,2035,11,11
cemco,-0.3,0,406,4715,10,12
quickerstats,-0.3,0,244,2745,11,11
TextMiningGUI,-0.3,0,302,3442,10,11
waspr,-0.3,0,320,3660,11,11
regions,-0.3,0,370,4269,10,12
zGPS.AO,-0.3,0,215,2398,11,11
retry,-0.3,0,412,4784,11,12
BRDT,-0.3,0,365,4206,11,11
bifurcatingr,-0.3,0,114,1224,10,11
rintimg,-0.3,0,252,2836,11,11
corels,-0.3,0,369,4251,10,11
qsimulatR,-0.3,0,182,2007,11,11
LST,-0.3,0,98,1042,9,11
MRmediation,-0.31,0,337,3855,11,11
impactflu,-0.31,0,512,6010,11,12
WRI,-0.31,0,198,2190,11,11
SMLE,-0.31,0,387,4461,10,11
PERMANOVA,-0.31,0,112,1198,10,11
smfishHmrf,-0.31,0,218,2425,11,11
PCL,-0.31,0,60,621,10,10
mmaqshiny,-0.31,0,348,3983,11,11
uFTIR,-0.31,0,460,5358,11,12
sureLDA,-0.31,0,211,2340,11,11
revss,-0.31,0,371,4260,11,11
qst,-0.31,0,201,2222,11,11
DOPE,-0.31,0,149,1618,10,11
RCSL,-0.31,0,51,523,9,10
csa,-0.31,0,389,4476,10,11
TransPhylo,-0.31,0,392,4511,10,11
molic,-0.31,0,361,4132,10,11
simrec,-0.31,0,201,2217,10,11
rbiom,-0.31,0,379,4346,11,11
SITH,-0.31,0,343,3905,10,11
GPSeqClus,-0.31,0,348,3965,11,11
Compack,-0.31,0,394,4524,10,11
RRBoost,-0.31,0,239,2658,11,11
SpotSampling,-0.31,0,226,2504,10,11
TGST,-0.31,0,198,2176,10,11
survRatio,-0.31,0,202,2222,11,11
SyScSelection,-0.31,0,344,3908,11,11
OpenLand,-0.31,0,443,5111,10,12
noisyr,-0.31,0,154,1664,10,11
MultBiplotR,-0.31,0,64,659,9,10
caROC,-0.31,0,68,702,9,10
MoMPCA,-0.32,0,343,3889,10,11
SBdecomp,-0.32,0,393,4491,11,11
tidycat,-0.32,0,372,4235,11,11
ripserr,-0.32,0,268,2989,11,11
winfapReader,-0.32,0,362,4112,10,11
bayesGAM,-0.32,0,203,2224,10,11
multiMarker,-0.32,0,342,3869,11,11
esback,-0.32,0,365,4145,10,11
SurrogateRegression,-0.32,0,188,2046,11,11
ADMUR,-0.32,0,203,2219,10,11
clda,-0.32,0,349,3944,10,11
SE.EQ,-0.32,0,239,2637,11,11
regmed,-0.32,0,407,4641,10,11
vfinputs,-0.32,0,239,2636,10,11
tlsh,-0.32,0,215,2353,10,11
legislatoR,-0.32,0,411,4677,10,11
sketcher,-0.32,0,380,4300,10,11
imabc,-0.32,0,58,589,8,10
memify,-0.32,0,142,1513,11,11
rBMF,-0.32,0,349,3923,10,11
sinar,-0.33,0,215,2345,11,11
SPARSEMODr,-0.33,0,174,1873,11,11
wcep,-0.33,0,208,2261,11,11
ReadDIM,-0.33,0,352,3952,9,11
pdfminer,-0.33,0,352,3951,10,11
VarRedOpt,-0.33,0,183,1973,10,11
gif,-0.33,0,371,4172,10,11
spNetwork,-0.33,0,142,1506,10,11
sdpdth,-0.33,0,79,810,9,10
SiteAdapt,-0.33,0,337,3755,10,11
simITS,-0.33,0,407,4574,10,11
paths,-0.34,0,399,4474,10,11
ICSS,-0.34,0,372,4152,10,11
dccmidas,-0.34,0,86,880,10,10
seqhandbook,-0.34,0,345,3830,10,11
edl,-0.34,0,58,581,8,10
quantilogram,-0.34,0,374,4168,10,11
SpatialKWD,-0.34,0,70,707,8,10
EvaluateCore,-0.34,0,371,4128,10,11
EviewsR,-0.34,0,370,4114,10,11
corazon,-0.34,0,346,3830,10,11
discnorm,-0.34,0,385,4283,10,11
RCBR,-0.34,0,205,2193,11,11
PredCRG,-0.34,0,346,3820,11,11
GPIC,-0.34,0,100,1025,11,10
cprobit,-0.34,0,378,4195,10,11
ggpacman,-0.34,0,389,4321,10,11
rco,-0.35,0,489,5500,10,11
heritEWAS,-0.35,0,406,4510,10,11
wordgraph,-0.35,0,343,3761,10,11
listcomp,-0.35,0,397,4388,10,11
ondisc,-0.35,0,96,974,9,10
RALSA,-0.35,0,211,2241,9,11
dosedesignR,-0.35,0,412,4556,10,11
sassy,-0.35,0,125,1285,10,10
mediationsens,-0.35,0,378,4155,10,11
dvqcc,-0.35,0,365,4001,10,11
footballpenaltiesBL,-0.35,0,84,844,10,10
ezEDA,-0.35,0,349,3814,10,11
MultiKink,-0.36,0,401,4412,10,11
forestry,-0.36,0,349,3806,10,11
pcal,-0.36,0,338,3678,9,11
STAT2,-0.36,0,310,3354,9,11
RTCC,-0.36,0,435,4803,10,11
irt,-0.36,0,258,2756,11,11
conogive,-0.36,0,344,3740,10,11
tabshiftr,-0.36,0,392,4293,10,11
welo,-0.36,0,40,386,8,9
einet,-0.36,0,412,4522,10,11
flightplot,-0.36,0,345,3741,10,11
gdiff,-0.36,0,401,4387,9,11
ORION,-0.36,0,394,4304,10,11
epca,-0.36,0,348,3771,10,11
funcharts,-0.36,0,86,858,9,10
nprcgenekeepr,-0.36,0,372,4043,10,11
refitME,-0.36,0,44,424,7,9
lineartestr,-0.36,0,362,3922,10,11
mlpack,-0.36,0,183,1900,10,10
migrbc,-0.36,0,393,4277,10,11
taxalight,-0.37,0,100,1002,9,10
journalabbr,-0.37,0,330,3548,9,11
guiplot,-0.37,0,394,4283,10,11
stencilaschema,-0.37,0,107,1075,9,10
IRCcheck,-0.37,0,61,595,8,10
transmem,-0.37,0,412,4489,10,11
eventr,-0.37,0,379,4105,10,11
ggstudent,-0.37,0,394,4277,10,11
gms,-0.37,0,343,3686,10,11
eBsc,-0.37,0,338,3628,10,11
ecce,-0.37,0,345,3700,10,11
FlexReg,-0.37,0,216,2249,9,10
jackstrap,-0.37,0,365,3920,10,11
rater,-0.37,0,267,2812,10,10
smartmap,-0.37,0,342,3655,10,11
RfEmpImp,-0.37,0,389,4191,10,11
dformula,-0.37,0,370,3973,10,11
supreme,-0.38,0,336,3581,10,11
doubt,-0.38,0,350,3738,10,11
YPBP,-0.38,0,345,3678,10,11
Rpvt,-0.38,0,397,4267,10,11
ggnuplot,-0.38,0,370,3958,10,11
varitas,-0.38,0,474,5150,10,11
pexm,-0.38,0,338,3594,10,11
decorators,-0.38,0,79,771,9,10
prismadiagramR,-0.38,0,401,4308,10,11
grpCox,-0.38,0,371,3966,11,11
packDAMipd,-0.38,0,212,2189,9,10
neo2R,-0.38,0,478,5192,10,11
brolgar,-0.38,0,175,1786,8,10
TreeDiagram,-0.38,0,205,2112,9,10
rbscCI,-0.38,0,336,3568,10,11
mand,-0.38,0,399,4282,10,11
node2vec,-0.38,0,146,1472,9,10
batchr,-0.38,0,113,1122,9,10
shinyCyJS,-0.38,0,440,4742,10,11
SurvHiDim,-0.38,0,61,586,8,9
LMMELSM,-0.38,0,88,861,9,10
GInSARCorW,-0.38,0,348,3693,10,11
RFclust,-0.38,0,7,66,6,8
dynmix,-0.38,0,349,3701,9,11
BBcor,-0.38,0,314,3307,9,10
mlr3shiny,-0.38,0,435,4673,10,11
ipa,-0.38,0,370,3933,10,11
spherepc,-0.38,0,442,4751,10,11
zlog,-0.38,0,40,376,7,9
MinEDfind,-0.39,0,400,4270,10,11
IOHexperimenter,-0.39,0,467,5031,11,11
GMPro,-0.39,0,349,3685,10,11
hydroToolkit,-0.39,0,389,4132,10,11
vlda,-0.39,0,348,3670,10,11
sptotal,-0.39,0,343,3611,10,10
latrend,-0.39,0,203,2069,8,10
seqest,-0.39,0,389,4127,9,11
mailtoR,-0.39,0,349,3672,10,10
gretlR,-0.39,0,360,3788,10,10
tfaddons,-0.39,0,372,3919,10,11
mcb,-0.39,0,403,4265,10,11
fabisearch,-0.39,0,105,1024,9,10
sasfunclust,-0.4,0,68,648,9,9
gesisdata,-0.4,0,348,3645,10,10
fitConic,-0.4,0,349,3656,9,10
pacviz,-0.4,0,135,1335,9,10
frenchCurve,-0.4,0,348,3644,9,10
targeted,-0.4,0,397,4188,10,11
xml2relational,-0.4,0,394,4152,10,11
SCOUTer,-0.4,0,344,3594,10,10
ecorest,-0.4,0,348,3637,9,10
rtodoist,-0.4,0,391,4114,9,10
MetaClean,-0.4,0,360,3767,9,10
usdampr,-0.4,0,344,3589,9,10
us.census.geoheader,-0.4,0,349,3640,9,10
gclm,-0.4,0,370,3870,10,10
spatPomp,-0.4,0,58,545,8,9
patentr,-0.4,0,121,1182,9,10
sentencepiece,-0.4,0,370,3864,10,10
nixmass,-0.4,0,394,4130,9,10
rgenius,-0.4,0,394,4128,9,10
evident,-0.4,0,338,3501,9,10
milorGWAS,-0.4,0,441,4644,9,11
bpcs,-0.41,0,182,1814,9,10
labsimplex,-0.41,0,371,3863,10,10
forImage,-0.41,0,99,952,9,10
SSRTcalc,-0.41,0,51,474,8,9
opitools,-0.41,0,96,921,9,9
FunCC,-0.41,0,366,3801,9,10
Keyboard,-0.41,0,337,3481,9,10
sara4r,-0.41,0,496,5248,9,11
shinyreforms,-0.41,0,393,4096,10,10
scDIFtest,-0.41,0,348,3597,9,10
sdglinkage,-0.41,0,408,4259,9,10
RSqlParser,-0.41,0,391,4069,10,10
ProfoundData,-0.41,0,436,4553,9,10
malan,-0.41,0,349,3590,9,10
neuromplex,-0.41,0,370,3816,9,10
rties,-0.42,0,394,4077,10,10
higlasso,-0.42,0,380,3921,9,10
mrgsim.parallel,-0.42,0,338,3460,10,10
sims,-0.42,0,142,1379,9,10
Raquifer,-0.42,0,387,3990,9,10
EPGMr,-0.42,0,400,4132,9,10
MixOptim,-0.42,0,343,3508,10,10
tidygeoRSS,-0.42,0,360,3692,9,10
HPLB,-0.42,0,365,3745,9,10
lazybar,-0.42,0,407,4204,9,10
GNSSseg,-0.42,0,372,3820,9,10
robustMVMR,-0.42,0,403,4158,9,10
ORdensity,-0.42,0,392,4036,9,10
GomoGomonoMi,-0.42,0,358,3664,9,10
nnt,-0.42,0,413,4254,9,10
presser,-0.42,0,399,4097,8,10
DiPALM,-0.42,0,400,4107,9,10
polaroid,-0.42,0,436,4499,9,10
MSRDT,-0.43,0,372,3792,9,10
SSP,-0.43,0,438,4511,9,10
SkeweDF,-0.43,0,144,1385,9,10
MKclass,-0.43,0,242,2398,9,10
descstat,-0.43,0,183,1779,8,10
quantdates,-0.43,0,365,3702,9,10
genscore,-0.43,0,432,4428,9,10
semnova,-0.43,0,360,3647,9,10
lifx,-0.43,0,350,3539,9,10
ivdoctr,-0.43,0,341,3441,9,10
shinySearchbar,-0.43,0,372,3770,9,10
MMRcaseselection,-0.43,0,371,3759,9,10
image.binarization,-0.43,0,317,3180,9,10
Rdca,-0.43,0,372,3768,9,10
springer,-0.43,0,346,3487,9,10
survSens,-0.43,0,406,4133,9,10
VARMER,-0.43,0,153,1467,9,10
Rmbal,-0.43,0,338,3398,9,10
BLRShiny2,-0.44,0,287,2854,9,10
netClust,-0.44,0,338,3394,9,10
phm,-0.44,0,350,3521,9,10
rumidas,-0.44,0,260,2567,9,10
DPQmpfr,-0.44,0,196,1902,9,10
PantaRhei,-0.44,0,173,1666,9,10
ldsr,-0.44,0,401,4064,9,10
rportfolio,-0.44,0,362,3644,9,10
rLFT,-0.44,0,355,3569,9,10
paropt,-0.44,0,338,3387,9,10
regexTestR,-0.44,0,345,3456,9,10
roptions,-0.44,0,394,3978,9,10
sqp,-0.44,0,435,4419,9,10
TwitterAutomatedTrading,-0.44,0,374,3763,9,10
Relectoral,-0.44,0,360,3612,9,10
miclust,-0.44,0,91,841,9,9
psyverse,-0.44,0,440,4466,9,10
CTD,-0.44,0,236,2304,9,10
piRF,-0.44,0,393,3957,9,10
survCurve,-0.44,0,429,4343,9,10
CSUV,-0.44,0,401,4034,9,10
diffviewer,-0.45,1,272,21473,71,79
otp,-0.45,0,400,4018,9,10
SystemicR,-0.45,0,397,3980,9,10
whitestrap,-0.45,0,370,3690,9,10
metools,-0.45,0,348,3455,9,10
MetGen,-0.45,0,370,3685,9,10
WordOfMouth,-0.45,0,436,4385,9,10
reasonabletools,-0.45,0,216,2078,10,10
MARVEL,-0.45,0,100,919,8,9
omopr,-0.45,0,349,3455,9,10
Yamm,-0.45,0,432,4334,9,10
DynComm,-0.45,0,289,2827,9,10
bioassays,-0.45,0,376,3733,9,10
potential,-0.46,0,203,1936,9,9
iSubGen,-0.46,0,55,488,7,9
saeeb,-0.46,0,407,4049,9,10
r2dictionary,-0.46,0,350,3448,9,10
ghcm,-0.46,0,135,1254,9,9
scUtils,-0.46,0,349,3434,9,10
riskCommunicator,-0.46,0,348,3423,9,10
modelc,-0.46,0,346,3401,9,10
LOPART,-0.46,0,344,3378,9,10
RMPSH,-0.46,0,349,3424,9,10
plantecowrap,-0.46,0,432,4292,9,10
OOS,-0.46,0,84,757,8,9
bggAnalytics,-0.46,0,230,2197,9,10
roben,-0.46,0,394,3889,9,10
geogenr,-0.46,0,202,1913,9,9
Rfractran,-0.46,0,349,3413,9,10
personr,-0.47,0,350,3420,9,10
sate,-0.47,0,442,4371,9,10
raincin,-0.47,0,370,3615,9,10
telemac,-0.47,0,110,998,9,9
validatedb,-0.47,0,83,741,8,9
NBBttest,-0.47,0,349,3391,9,10
IMEC,-0.47,0,194,1818,9,9
DesignCTPB,-0.47,0,139,1277,7,9
BayesRGMM,-0.47,0,70,619,6,9
GOxploreR,-0.47,0,201,1885,8,9
sanityTracker,-0.47,0,413,4049,9,10
NetworkReg,-0.47,0,337,3261,9,10
peppm,-0.47,0,349,3384,9,10
RcppUUID,-0.47,0,398,3888,9,10
WSGeometry,-0.47,0,155,1428,8,9
r2shortcode,-0.48,0,349,3376,9,10
QGameTheory,-0.48,0,362,3508,9,10
Rnightly,-0.48,0,349,3374,9,10
Rrelperm,-0.48,0,349,3374,9,10
WEGE,-0.48,0,357,3455,8,10
NVCSSL,-0.48,0,365,3537,9,10
ssrn,-0.48,0,351,3391,9,10
siteymlgen,-0.48,0,397,3864,9,10
stickr,-0.48,0,341,3282,9,10
PAMpal,-0.48,0,174,1606,9,9
synfd,-0.48,0,370,3573,9,10
ThreeWiseMonkeys,-0.48,0,413,4014,9,10
CTShiny2,-0.48,0,287,2725,9,9
shinyservicebot,-0.48,0,344,3301,9,10
pipenostics,-0.48,0,99,882,9,9
RSBJson,-0.48,0,358,3443,9,10
zfit,-0.48,0,348,3339,9,10
pkgnews,-0.48,0,155,1415,8,9
